id,name,description,ingredients,imageUrl,departmentId,department
28,Arepa guajira,"Arepa grande hecha de maíz o yuca, típica de La Guajira.","Maíz o yuca, sal y agua.",https://apicolombiastorage.blob.core.windows.net/typicaldishes/28. Arepa Guajira.jpg,19,"{'id': 19, 'name': 'La Guajira', 'description': 'La Guajira (en wayuunaiki: Wajiira o Karibyczonn) es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. La traducción más precisa de su nombre sería «Caribe hermoso» y en wayunaiki antiguo Karive Pala «Mar Caribe» también puede significar Mar del Caribe. Su capital es Riohacha. Está ubicado en el extremo noreste del país, en la región Caribe, limitando al norte y este con el mar Caribe (océano Atlántico), al sureste con el estado Venezolano del Zulia, al sur con el departamento del Cesar y al oeste con el del Magdalena.', 'cityCapitalId': 694, 'municipalities': 15, 'surface': 20848, 'population': 1002394, 'phonePrefix': '5', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 1, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
29,Ternera a la llanera,"Carne de res asada a la brasa, sazonada con sal y acompañada de yuca, plátano y arepas de maíz.","Carne de res, sal, yuca, plátano, arepas",https://apicolombiastorage.blob.core.windows.net/typicaldishes/29. Ternera a la llanera.png,3,"{'id': 3, 'name': 'Arauca', 'description': 'Arauca es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es la homónima Arauca. Está ubicado al este del país, en la región Orinoquía, limitando al norte y este con Venezuela, al sur con Vichada y Casanare, y al oeste con Boyacá', 'cityCapitalId': 143, 'municipalities': 7, 'surface': 23818, 'population': 304978, 'phonePrefix': '7', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 3, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
30,Natilla,"Plato tipico de caldas,se trata de un flan hecho con leche, fécula de maíz, panela rallada, canela y a veces pasas. Es un postre muy popular en Colombia y se suele comer en Navidad. ","Leche, Harina de maíz o maicena, Panela o azúcar, Canela en rama, Coco rallado (opcional), Uvas pasas (opcional)",https://apicolombiastorage.blob.core.windows.net/typicaldishes/30. Natilla.png,8,"{'id': 8, 'name': 'Caldas', 'description': 'Caldas es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Manizales. Está ubicado en el centro del país, en la región andina, limitando al norte con Antioquia, al noreste con Boyacá, al este con Cundinamarca, al sur con Tolima y Risaralda y al oeste con Risaralda. Con 7888\xa0km² es el quinto departamento menos extenso —por delante de Risaralda, Atlántico, Quindío y San Andrés y Providencia, el menos extenso— y con 125 hab/km², el sexto más densamente poblado, por detrás de San Andrés y Providencia, Atlántico, Quindío, Risaralda y Valle del Cauca', 'cityCapitalId': 337, 'municipalities': 27, 'surface': 7888, 'population': 1036455, 'phonePrefix': '6', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 5, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
31,Pescado muquiao,"Se trata de una tradicion que consiste en sazonar el pescado con sal, envolverlo en hojas de plátano previamente ahumadas y cocinarlo en un horno subterráneo. Este método se acompaña con yuca, plátano asado y arroz, mientras que la bebida típica es la chicha.","pescado, sal gruesa al gusto, hojas de plátano frescas y limpias, yuca, plátanos verdes o maduros, arroz blanco cocido, chicha (opcional).",https://apicolombiastorage.blob.core.windows.net/typicaldishes/31. Pescado Muquiao.jpg,9,"{'id': 9, 'name': 'Caquetá', 'description': 'Caquetá es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Florencia. Está ubicado al sur del país, en la región Amazonia, limitando al norte con Meta y Guaviare, al noreste con Vaupés, al sur con Amazonas y Putumayo, y al oeste con Cauca y Huila. Con 88 965 km² es el tercer departamento más extenso —por detrás de Amazonas y Vichada—. Todos sus municipios forman parte de los territorios focalizados', 'cityCapitalId': 364, 'municipalities': 16, 'surface': 88965, 'population': 419275, 'phonePrefix': '8', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 4, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
32,Pisillo de chigüiro,Plato tradicional que se elabora desmechando la carne de este roedor típico de la región,"ajo, cebolla, pimentón y otros condimentos. Se sirve con arroz, plátano y yuca.",https://apicolombiastorage.blob.core.windows.net/typicaldishes/32. Pisillo de chiguiro.png,10,"{'id': 10, 'name': 'Casanare', 'description': 'Casanare es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Yopal. Está ubicado en la región Orinoquía, limitando al norte con Arauca, al este con Vichada, al sur con Meta y al oeste con Boyacá. Con 44 490\xa0km² es el décimo departamento más extenso —por detrás de Amazonas, Vichada', 'cityCapitalId': 380, 'municipalities': 19, 'surface': 44640, 'population': 442068, 'phonePrefix': '8', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 3, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
33,Chicharrón,"El chicharrón es un acompañante frecuente en el Cesar, preparado con carne de cerdo frita hasta quedar crujiente. Se sirve con arroz, arepas y otros acompañantes.","Carne de cerdo, sal al gusto, ajo, pimienta al gusto y aceite",https://apicolombiastorage.blob.core.windows.net/typicaldishes/33. Chicharron.jpg,12,"{'id': 12, 'name': 'Cesar', 'description': 'Cesar es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Valledupar. Está ubicado al noreste del país, en las regiones Andina y Caribe, limitando al norte con La Guajira, al este con el Estado Zulia de Venezuela, al sureste con Norte de Santander, al sur con Santander, al suroeste con Bolívar y al oeste con Magdalena.', 'cityCapitalId': 441, 'municipalities': 25, 'surface': 22905, 'population': 1341697, 'phonePrefix': '4', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 1, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
34,Sancocho de pescado,"Este caldo espeso se prepara con pescado fresco, yuca, plátano, arroz y otros ingredientes locales. Es común en las zonas ribereñas de Guainía.","Pescado fresco, yuca, plátano verde, papas, mazorca de maíz, cebolla, ajo, pimentón, cilantro, comino, sal, pimienta, aceite y agua para cocinar el caldo",https://apicolombiastorage.blob.core.windows.net/typicaldishes/34. Sancocho de pescado.png,16,"{'id': 16, 'name': 'Guainía', 'description': 'Guainía (idioma yurí: ""Tierra de muchas aguas"") es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Inírida. Está ubicado al este del país, en la región Amazonia, limitando al norte con Vichada, al este con el Estado de Amazonas de Venezuela, al sur con el brasileño del mismo nombre, al suroeste con Vaupés y al oeste con Guaviare. Con 72 238\xa0km² es el quinto departamento más extenso —por detrás de Amazonas, Vichada, Caquetá y Meta—, con unos 50 000 habitantes en 2020, el segundo menos poblado, y con 0,56 hab/km², el menos densamente poblado. Antiguamente era una comisaría, pero desde 1991 es oficialmente un departamento', 'cityCapitalId': 644, 'municipalities': 2, 'surface': 72238, 'population': 52061, 'phonePrefix': '8', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 4, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
35,Casabe,"Es una tortilla grande y delgada hecha a base de yuca brava, un alimento ancestral preparado por las comunidades indígenas. Se sirve como acompañamiento para otros platos o se come solo.",Harina de yuca o mandioca,https://apicolombiastorage.blob.core.windows.net/typicaldishes/35. Casabe.png,17,"{'id': 17, 'name': 'Guaviare', 'description': 'Guaviare es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es San José del Guaviare. Está ubicado en la región Amazonia, limitando al norte con Meta, al noreste con Vichada, al oeste con Guainía y al sur con Vaupés y Caquetá. Con 77,276 hab. según estimaciones del DANE,5\u200b es el quinto departamento menos poblado —por delante de Amazonas, San Andrés y Providencia, Guainía y Vaupés— y con 2,04 hab/km², el quinto menos densamente poblado, por delante de Vaupés, Amazonas, Vichada y Guainía, el menos densamente poblado', 'cityCapitalId': 654, 'municipalities': 4, 'surface': 53460, 'population': 90357, 'phonePrefix': '8', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 4, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
36,Pan de arroz,"Un panecillo suave y crujiente por fuera, hecho a base de masa de arroz, queso y mantequilla, muy popular como merienda o desayuno.","Arroz, queso costeño o queso campesino, harina de maíz, mantequilla, huevos, leche, sal",https://apicolombiastorage.blob.core.windows.net/typicaldishes/36. Pan de arroz.png,21,"{'id': 21, 'name': 'Meta', 'description': 'Meta es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Villavicencio. Está ubicado en el centro del país, en la región Orinoquía, limitando al norte con Bogotá, Distrito Capital, Cundinamarca y Casanare, al este con Vichada, al sur con Guaviare y Caquetá, y al oeste con Huila. Con 85 635 km² es el cuarto departamento más extenso —por detrás de Amazonas, Vichada y Caquetá', 'cityCapitalId': 740, 'municipalities': 29, 'surface': 85635, 'population': 1080706, 'phonePrefix': '8', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 3, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
37,Maito de pescado,"El maito consiste en un pescado fresco, como tilapia, bocachico o bagre, que se sazona con sal y especias, se envuelve en hojas de bijao y se cocina al carbón o al vapor.","Pescado fresco, hojas de bijao, cebolla larga, ajo, limón, sal (al gusto), pimienta, aceite y aji amazonico",https://apicolombiastorage.blob.core.windows.net/typicaldishes/37. Maito de pescado.png,24,"{'id': 24, 'name': 'Putumayo', 'description': 'Putumayo (Quechua: Putumayu) es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Mocoa y su ciudad más poblada es Puerto Asís. Está ubicado al suroeste del país, en la región Amazónica, limitando al norte con Cauca y Caquetá, al este con Amazonas, al sur con Perú y Ecuador, y al oeste con Nariño. La mayoría de sus municipios hace parte de los territorios focalizados', 'cityCapitalId': 872, 'municipalities': 13, 'surface': 24885, 'population': 369064, 'phonePrefix': '8', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 4, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
38,Chorizo ​​Santarrosano,"Este chorizo es originario de Santa rosa de Cabal, se distingue por su preparación artesanal y su sabor único","Carne de cerdo de alta calidad, condimentos como ajo, comino, pimienta y sal, algunos incluyen un toque de vinagre o cerveza en su preparación para realzar el sabor",https://apicolombiastorage.blob.core.windows.net/typicaldishes/38. Chorizo santarrosano.jpg,26,"{'id': 26, 'name': 'Risaralda', 'description': 'Risaralda es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital y ciudad más poblada es Pereira. Está ubicado en el centro-oeste del país, en la región andina, limitando al norte con Antioquia, al este con Caldas y Tolima, al sur con Quindío y Valle del Cauca, y al oeste con Chocó. Con 4140 km² es el cuarto departamento menos extenso', 'cityCapitalId': 897, 'municipalities': 14, 'surface': 4140, 'population': 977829, 'phonePrefix': '6', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 5, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
39,Cachama Asada,"La cachama es un pez de agua dulce muy popular en Vichada. Se prepara asada a la brasa y se acompaña con fariña o mañoco, productos derivados de la yuca brava.","Cachama, ajo, limón, sal (al gusto), pimienta (al gusto), aceite vegetal o mantequilla y hierbas frescas",https://apicolombiastorage.blob.core.windows.net/typicaldishes/39. Cachama asada.jpg,33,"{'id': 33, 'name': 'Vichada', 'description': 'Vichada es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Puerto Carreño. Está ubicado al este del país, en las regiones Orinoquía y Amazonia, limitando al norte con Casanare y Arauca, al norte y este con Venezuela, al sur con Guainía, al suroeste con Guaviare y al oeste con Meta.', 'cityCapitalId': 1121, 'municipalities': 4, 'surface': 100242, 'population': 115778, 'phonePrefix': '8', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 3, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
40,Sopa de Cangrejo,"La sopa de cangrejo es un plato típico de San Andrés y Providencia, preparado con cangrejo negro, leche de coco y tubérculos como ñame, yuca y papa. Su sabor es una mezcla única de dulzura y salinidad, con un toque de hierbas aromáticas que evocan la esencia caribeña.","Cangrejo negro, leche de coco, ñame, yuca, papa, cebolla, ajo, ají dulce, albahaca fresca o tomillo, sal, pimienta, aceite y gua o caldo de pescado ",https://apicolombiastorage.blob.core.windows.net/typicaldishes/40. Sopa de cangrejo.jpg,27,"{'id': 27, 'name': 'San Andrés y Providencia', 'description': 'El archipiélago de San Andrés, Providencia y Santa Catalina (en inglés y criollo sanandresano: Archipelago of San Andrés, Providencia and Santa Catalina) es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es San Andrés. Está ubicado al oeste del mar Caribe (océano Atlántico) en Centroamérica, a 775 km (480 millas náuticas) al noroeste de la costa atlántica del territorio continental del país, y a 220 km (140 millas náuticas) de las costas orientales de Nicaragua', 'cityCapitalId': 912, 'municipalities': 2, 'surface': 44, 'population': 65228, 'phonePrefix': '8', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 6, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
41,Mojarra frita,"Pescado entero frito, crujiente por fuera y suave por dentro, generalmente servido con arroz, patacones y ensalada.","Mojarra, ajo, limón, sal, aceite para freír.",https://apicolombiastorage.blob.core.windows.net/typicaldishes/41. Mojarra Frita.png,4,"{'id': 4, 'name': 'Atlántico', 'description': 'El Atlántico es uno de los treinta y dos departamentos que, junto a Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Barranquilla. Ubicado en la región Caribe, limita al norte con el mar Caribe, al Oriente con el río Magdalena y al Sur y al Occidente con el departamento de Bolívar. Con unos 2 500 000 habitantes en 2015, es el cuarto departamento más poblado (por detrás de Antioquia, Valle del Cauca y Cundinamarca); con 3019 km² es el tercero menos extenso (por delante de Quindío y San Andrés y Providencia, el menos extenso) y con 815 hab/km² es el segundo más densamente poblado (por detrás de San Andrés y Providencia)', 'cityCapitalId': 144, 'municipalities': 23, 'surface': 3388, 'population': 2804025, 'phonePrefix': '5', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 1, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
42,Quiñapirá,"La Quiñapirá es un plato tradicional indígena del Vaupés, cuya preparación resalta la herencia cultural de la región amazónica. Consiste en pescado cocido en una sopa condimentada con ají y otros ingredientes naturales. Este plato es típico de reuniones comunitarias y refleja la riqueza fluvial y gastronómica de la región.","Pescado de río (como el bocachico o el dorado, entero o en trozos), ají amazónico, sal al gusto, agua, fariña (harina de yuca, utilizada como acompañamiento) y hojas de bijao o plátano",https://apicolombiastorage.blob.core.windows.net/typicaldishes/42. Quinapira.png,32,"{'id': 32, 'name': 'Vaupés', 'description': 'Vaupés es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Mitú. Está ubicado al sureste del país, en la región Amazonía, limitando al norte con el Guaviare y Guainía, al este con Brasil, al sur con Amazonas y al oeste con el Caquetá. Con unos 43 000 habitantes en 2015 es el segundo departamento menos poblado', 'cityCapitalId': 1115, 'municipalities': 3, 'surface': 54135, 'population': 48932, 'phonePrefix': '8', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 4, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
43,Dulce de guayaba,"El dulce de guayaba es un postre tradicional colombiano, especialmente popular en el Eje Cafetero. Se elabora con guayaba y azúcar, creando un sabor dulce y una textura densa. Generalmente se acompaña con queso fresco, lo que resalta la combinación de sabores y texturas.","Guayaba madura,azúcar,agua y jugo de limón ",https://apicolombiastorage.blob.core.windows.net/typicaldishes/43. Dulce de Guayaba.jpg,25,"{'id': 25, 'name': 'Quindío', 'description': 'Quindío, también llamado El Quindío, es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Armenia. Está ubicado en el centro-oeste del país, en la región andina, limitando al norte con Risaralda, al este con Tolima y al oeste con Valle del Cauca. Con 1845 km² es el segundo departamento menos extenso —por delante de San Andrés y Providencia— y con 306 hab/km², el tercero más densamente poblado, por detrás de San Andrés y Providencia y Atlántico. Pertenece al eje cafetero y a la región paisa', 'cityCapitalId': 885, 'municipalities': 12, 'surface': 1845, 'population': 569569, 'phonePrefix': '6', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 5, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
44,Posta cartagenera,"Plato típico de la región de Bolívar, especialmente en Cartagena. Es carne de res marinada, cocida y luego caramelizada en una salsa dulce a base de panela, especias y vino.","Carne de res (posta negra), panela, ajo, cebolla, salsa negra, vino, especias.",https://apicolombiastorage.blob.core.windows.net/typicaldishes/44. Posta cartagenera.jpg,6,"{'id': 6, 'name': 'Bolívar', 'description': 'Bolívar es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Cartagena de Indias, sede de la asamblea departamental, mientras que en Turbaco se encuentra la sede de la gobernación. Está ubicado en la región Caribe, limitando al norte con el mar Caribe (océano Atlántico), al noreste con Atlántico, al este con Magdalena y Cesar, al sureste con Santander, al suroeste con Antioquia y al oeste con Córdoba y Sucre.', 'cityCapitalId': 210, 'municipalities': 45, 'surface': 25978, 'population': 2236603, 'phonePrefix': '5', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 1, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
45,Changua,Caldo tradicional del altiplano cundiboyacense que se consume principalmente en el desayuno. Es una sopa de leche con huevo escalfado.,"Leche, huevo, agua, cebolla larga, cilantro y sal",https://apicolombiastorage.blob.core.windows.net/typicaldishes/45. Changua.png,15,"{'id': 15, 'name': 'Cundinamarca', 'description': 'Cundinamarca es uno de los 32 departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Bogotá, la capital del país. Está ubicado en el centro del país, en la región andina, limitando al norte Boyacá, al este y al sur con Meta, al sur con Huila y al oeste con Tolima y Caldas. Enclavado en su territorio se encuentra el Distrito Capital de Bogotá, al que rodea excepto por su límite suroriental.', 'cityCapitalId': 167, 'municipalities': 116, 'surface': 23071, 'population': 2473634, 'phonePrefix': '1', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 5, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
46,Encocado,Plato típico del Pacífico colombiano que resalta los sabores afrodescendientes. Consiste en pescado o mariscos cocidos en leche de coco y especias.,"Pescado o mariscos, leche de coco, ajo, cebolla, pimentón, achiote y plátano.",https://apicolombiastorage.blob.core.windows.net/typicaldishes/46. Encocado.jpg,13,"{'id': 13, 'name': 'Chocó', 'description': 'Chocó es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Quibdó. Está ubicado al noroeste del país, en las regiones andina y Pacífico, limitando al norte con la República de Panamá y el mar Caribe (océano Atlántico), al este con Antioquia y Risaralda, al sur con Valle del Cauca y al oeste con el océano Pacífico.', 'cityCapitalId': 467, 'municipalities': 31, 'surface': 46530, 'population': 553519, 'phonePrefix': '4', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 2, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
47,Mute santandereano,"Sopa espesa tradicional de Santander hecha con variedad de carnes, maíz y vegetales.","Maíz pelado, carne de res, cerdo, pollo, yuca, arveja, papa, garbanzo, cebolla, cilantro.",https://apicolombiastorage.blob.core.windows.net/typicaldishes/47. Mute santandereano.png,28,"{'id': 28, 'name': 'Santander', 'description': 'Santander es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Bucaramanga. Está ubicado al noreste del país, en la región andina, limitando al norte con Cesar y Norte de Santander, al este y sur con Boyacá, al oeste con Antioquia y al noroeste con Bolívar.7\u200b Con unos 2 280 908 habitantes en 2018 es el sexto departamento por población. Recibe su nombre en alusión a Francisco de Paula Santander, prócer de la independencia de la Nueva Granada', 'cityCapitalId': 915, 'municipalities': 87, 'surface': 30537, 'population': 2324090, 'phonePrefix': '7', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 5, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
48,Mondongo,Sopa tradicional elaborada con callos (estómago de res) y una variedad de vegetales y tubérculos. Es popular en diversas regiones del país.,"Callos de res, papa, yuca, zanahoria, arvejas, maíz, cebolla, ajo, cilantro y especias.",https://apicolombiastorage.blob.core.windows.net/typicaldishes/48. Mondongo.jpeg,5,"{'id': 5, 'name': 'Bogotá', 'description': 'Bogotá, oficialmente Bogotá, Distrito Capital\u200b (antiguamente, Santafé de Bogotá),\u200b es la capital de la República de Colombia y del departamento de Cundinamarca. Está administrada como distrito capital, y goza de autonomía para la gestión de sus intereses dentro de los límites de la Constitución y la ley.12\u200b18\u200b A diferencia de los demás distritos de Colombia, Bogotá es una entidad territorial de primer orden, con las atribuciones administrativas que la ley confiere a los departamentos', 'cityCapitalId': 167, 'municipalities': 1, 'surface': 1139, 'population': 8906342, 'phonePrefix': '1', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 5, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
49,Caldo de costilla,"Caldo caliente hecho con costillas de res, tradicionalmente consumido en el desayuno para reponer energías.","Costillas de res, papa, ajo, cebolla larga, cilantro, sal.",https://apicolombiastorage.blob.core.windows.net/typicaldishes/49. Caldo de costilla.png,15,"{'id': 15, 'name': 'Cundinamarca', 'description': 'Cundinamarca es uno de los 32 departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Bogotá, la capital del país. Está ubicado en el centro del país, en la región andina, limitando al norte Boyacá, al este y al sur con Meta, al sur con Huila y al oeste con Tolima y Caldas. Enclavado en su territorio se encuentra el Distrito Capital de Bogotá, al que rodea excepto por su límite suroriental.', 'cityCapitalId': 167, 'municipalities': 116, 'surface': 23071, 'population': 2473634, 'phonePrefix': '1', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 5, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
50,Oblea,"Postre típico colombiano que consiste en láminas delgadas de galleta rellenas con arequipe, mermelada, queso o coco.","Harina de trigo, arequipe, mermelada, queso.",https://apicolombiastorage.blob.core.windows.net/typicaldishes/50. Oblea.png,15,"{'id': 15, 'name': 'Cundinamarca', 'description': 'Cundinamarca es uno de los 32 departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Bogotá, la capital del país. Está ubicado en el centro del país, en la región andina, limitando al norte Boyacá, al este y al sur con Meta, al sur con Huila y al oeste con Tolima y Caldas. Enclavado en su territorio se encuentra el Distrito Capital de Bogotá, al que rodea excepto por su límite suroriental.', 'cityCapitalId': 167, 'municipalities': 116, 'surface': 23071, 'population': 2473634, 'phonePrefix': '1', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 5, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
51,Migao,"Plato típico basado en una mezcla de arepas desmenuzadas o harina de maíz cocida con leche o agua, a menudo acompañada de queso o mantequilla.","Arepa o harina de maíz, leche o agua, queso, mantequilla, sal.",https://apicolombiastorage.blob.core.windows.net/typicaldishes/51. Migao.png,2,"{'id': 2, 'name': 'Antioquia', 'description': 'Antioquia es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Medellín, la segunda ciudad más poblada del país. Está ubicado al noroccidente colombiano, en las regiones Andina y Caribe, limitando al norte con el mar Caribe (océano Atlántico), Córdoba y Bolívar, al este con Santander y Boyacá, al sur con Caldas y Risaralda, y al oeste con Chocó. Con unos 6 500 000 habitantes en 2015 es el departamento más poblado, y con 63 600 km², el sexto más extenso, superado por Amazonas, Vichada, Caquetá, Meta y Guainía.', 'cityCapitalId': 12, 'municipalities': 125, 'surface': 63612, 'population': 6887306, 'phonePrefix': '4', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 5, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
52,Chuleta valluna,"Filete de carne de cerdo empanizado y frito, acompañado de arroz, plátano maduro y ensalada.","Carne de cerdo, huevo, pan rallado, ajo, sal, pimienta.",https://apicolombiastorage.blob.core.windows.net/typicaldishes/52. Chuleta valluna.png,31,"{'id': 31, 'name': 'Valle del Cauca', 'description': 'Valle del Cauca es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Cali. Está ubicado en las regiones Andina y del Pacífico, limitando al norte con Chocó y Risaralda, al este con Quindío y Tolima, al sur con Cauca y al oeste con el océano Pacífico. Con 4 600 000 habitantes en 2015 es el segundo departamento más poblado', 'cityCapitalId': 1093, 'municipalities': 42, 'surface': 22140, 'population': 4589278, 'phonePrefix': '2', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 2, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
53,Envuelto de maíz,Masa de maíz envuelta en hojas de mazorca y cocida al vapor. Puede ser dulce o salado.,"Maíz molido, mantequilla, azúcar o sal, leche.",https://apicolombiastorage.blob.core.windows.net/typicaldishes/53. Envueltos de maiz.jpg,30,"{'id': 30, 'name': 'Tolima', 'description': 'Tolima es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Ibagué. Está ubicado en el centro-oeste del país, en la región andina, limitando al norte con Caldas, al este con Cundinamarca, al sur con Huila y Cauca; y al oeste con Valle del Cauca, Quindío y Risaralda.6\u200b El río Magdalena atraviesa Tolima de sur a norte.', 'cityCapitalId': 1069, 'municipalities': 47, 'surface': 23562, 'population': 1346935, 'phonePrefix': '8', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 5, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
